id,race,sex,age,charge_id,juv_fel_count_norm,juv_misd_count_norm,priors_count_norm,charge_degree (misd/fel),compas_decile_score_norm,two_year_recid,compas_guess,compas_correct,Actual_answer
5689,1,0,22,186,0,0,0.08,1,0.4,0,0,1,0
5691,1,0,26,423,0,0,0.08,0,0.3,0,0,1,0
5692,1,0,40,45,0,0,0,0,0.1,1,0,0,1
5693,2,0,36,58,1,0,1,1,0.7,1,1,1,1
5695,1,1,65,134,0,0,0,0,0.1,0,0,1,0
5696,1,0,44,45,0,0,0.32,0,0.5,1,1,1,1
5697,2,1,22,45,0,0,0,0,0.3,0,0,1,0
5698,3,0,34,133,0,0,0,0,0.1,0,0,1,0
5699,3,1,38,172,0,0,0,1,0.1,0,0,1,0
5700,1,1,26,297,0,0,0.32,1,0.3,1,0,0,1
5701,3,0,20,45,0,0,0,0,0.4,1,0,0,1
5703,3,0,49,336,0,0,0,1,0.1,0,0,1,0
5707,2,0,56,186,0,0,0.56,1,0.4,0,0,1,0
5711,1,0,52,190,0,0,0.16,1,0.9,1,1,1,1
5713,6,0,25,45,0,0,0.16,0,0.2,1,0,0,1
5716,2,0,34,5,0,0,0.4,1,0.1,0,0,1,0
5717,2,0,33,45,0,0,0.08,0,0.1,1,0,0,1
5719,2,0,21,71,0,1,0.08,1,0.7,0,1,0,0
5722,2,0,46,246,0,0,0.72,1,0.4,0,0,1,0
5723,2,0,22,45,0,0,0.16,0,0.6,1,1,1,1
5724,1,0,57,134,0,0,0.08,0,0.4,0,0,1,0
5725,2,0,22,306,0,0,0.16,1,0.3,1,0,0,1
5726,1,1,48,128,0,0,0.08,0,0.1,1,0,0,1
5727,2,0,40,168,0,0,1,1,0.5,0,1,0,0
5728,2,1,30,28,0,0,0.08,1,0.2,0,0,1,0
5729,1,0,21,45,0,1,0.32,0,0.7,1,1,1,1
5730,2,1,39,306,0,1,1,1,1,1,1,1,1
5731,1,0,27,28,0,0,1,1,0.6,1,1,1,1
5732,1,1,33,283,0,0,0,0,0.6,1,1,1,1
5733,2,0,24,15,0,0,0,1,0.3,0,0,1,0
5735,2,0,43,83,0,0,0,1,0.1,1,0,0,1
5736,1,1,45,45,0,0,0,0,0.1,0,0,1,0
5738,2,0,51,137,0,0,0.24,1,0.3,0,0,1,0
5739,2,1,35,268,0,0,0.16,1,0.2,1,0,0,1
5740,2,0,31,45,0,0,0.72,0,0.7,1,1,1,1
5741,1,0,27,45,0,0,0,0,0.2,0,0,1,0
5742,2,0,32,28,0,0,0.08,1,0.2,0,0,1,0
5743,1,0,49,134,0,0,0,0,0.1,0,0,1,0
5745,2,0,29,190,0,0,0.16,1,0.3,0,0,1,0
5748,2,0,23,21,0,1,0.16,1,0.6,1,1,1,1
5749,4,0,30,45,0,0,0.48,0,0.3,0,0,1,0
5750,2,0,55,306,0,0,0.96,1,0.6,1,1,1,1
5753,1,0,30,134,0,0,0,0,0.4,0,0,1,0
5754,2,0,34,297,0,0,1,1,0.4,1,0,0,1
5755,1,0,56,371,0,0,0.16,1,0.1,0,0,1,0
5756,2,0,33,172,0,0,0.32,1,0.6,0,1,0,0
5757,2,0,28,45,0,0,0.08,0,0.2,0,0,1,0
5759,2,0,29,371,0,0,0.08,1,0.8,0,1,0,0
5760,1,0,38,132,0,0,0,0,0.1,0,0,1,0
5761,1,0,37,169,0,0,0,1,0.3,0,0,1,0
5762,1,1,33,134,0,0,0,0,0.1,1,0,0,1
5763,3,0,30,6,0,0,0,1,0.2,0,0,1,0
5765,2,0,51,175,1,0,1,1,0.9,0,1,0,0
5768,2,0,65,283,0,0,0.56,0,0.5,0,1,0,0
5769,2,1,32,45,0,0,0.08,0,0.1,0,0,1,0
5772,1,0,38,190,0,0,0.4,1,0.7,1,1,1,1
5773,2,0,35,253,0,0,0.08,1,0.4,0,0,1,0
5774,1,0,57,10,0,0,0.08,1,0.1,0,0,1,0
5776,1,0,26,28,0,0,0.08,1,0.3,0,0,1,0
5778,3,1,23,45,0,1,0.56,0,0.8,1,1,1,1
5779,2,1,36,45,1,0,0.32,0,0.6,1,1,1,1
5782,3,1,33,249,0,0,0.16,1,0.4,1,0,0,1
5784,1,0,35,306,0,0,0.24,1,0.5,1,1,1,1
5785,2,0,33,186,0,0,0,1,0.1,0,0,1,0
5787,1,0,47,45,0,0,0,0,0.1,0,0,1,0
5789,3,1,53,45,0,0,0,0,0.1,0,0,1,0
5790,6,0,31,246,0,0,0.48,1,0.5,0,1,0,0
5792,1,0,35,31,0,0,0.08,0,0.4,1,0,0,1
5793,2,1,36,306,0,0,0.08,1,0.3,1,0,0,1
5795,1,1,25,45,0,0,0,0,0.3,0,0,1,0
5797,3,0,52,170,0,0,0.8,1,0.6,0,1,0,0
5799,3,0,23,45,0,0,0.24,0,0.7,1,1,1,1
5800,2,0,34,242,0,0,0.56,0,0.3,0,0,1,0
5801,1,0,51,306,0,0,0.48,1,0.3,1,0,0,1
5804,2,0,24,186,0,0,0.64,1,0.8,1,1,1,1
5806,1,0,32,292,0,0,0,1,0.2,1,0,0,1
5808,2,0,43,175,0,0,0.64,1,0.7,1,1,1,1
5809,2,0,45,28,1,0,1,0,0.7,0,1,0,0
5810,2,0,42,127,0,0,0.8,0,0.5,1,1,1,1
5811,2,0,22,190,0,0,0.08,1,0.7,1,1,1,1
5812,2,0,49,306,0,0,0.32,1,0.4,0,0,1,0
5813,2,0,42,311,0,0,0,1,0.1,1,0,0,1
5814,1,0,40,242,0,0,0,0,0.8,1,1,1,1
5816,2,0,25,15,0,1,0.16,1,0.7,1,1,1,1
5817,1,0,25,423,0,0,0,0,0.5,1,1,1,1
5818,2,0,23,169,0,0,0,1,0.5,0,1,0,0
5820,1,0,21,172,0,0,0.16,1,0.7,1,1,1,1
5821,1,0,31,45,0,0,0.24,0,0.5,0,1,0,0
5824,2,1,28,45,0,0,0,0,0.2,0,0,1,0
5825,2,0,24,190,0,0,0.88,1,0.9,1,1,1,1
5826,1,0,45,35,0,0,0,1,0.1,0,0,1,0
5827,2,0,23,45,0,0,0.16,0,0.4,1,0,0,1
5828,2,0,39,21,0,0,0.56,1,0.8,1,1,1,1
5830,1,0,25,55,0,0,0.16,1,0.4,0,0,1,0
5831,2,0,24,190,0,1,0.08,1,0.2,0,0,1,0
5832,1,0,46,28,0,0,0.08,1,0.1,0,0,1,0
5833,1,0,47,336,0,0,0.24,1,0.1,0,0,1,0
5835,1,0,54,206,0,0,0.16,0,0.4,1,0,0,1
5836,2,0,22,283,0,0,0.08,0,0.4,1,0,0,1
5837,1,1,34,45,0,0,0,0,0.2,0,0,1,0
5838,1,0,33,128,0,0,0,0,0.1,1,0,0,1
5841,1,0,27,255,0,0,0.08,0,0.6,0,1,0,0
5842,2,0,29,179,0,0,1,1,1,1,1,1,1
5846,3,0,34,45,0,0,0.24,0,0.2,0,0,1,0
5847,2,0,32,129,0,0,0.08,1,0.5,0,1,0,0
5849,2,0,29,45,0,0,0,0,0.6,0,1,0,0
5850,1,1,25,408,0,0,0.16,0,0.3,1,0,0,1
5851,1,0,34,169,0,0,1,1,0.6,1,1,1,1
5852,2,1,55,246,0,0,0.08,1,0.1,0,0,1,0
5853,2,0,27,21,0,0,0,1,0.4,1,0,0,1
5854,2,0,26,28,0,0,0,0,0.3,0,0,1,0
5856,2,0,39,129,1,1,1,1,0.9,1,1,1,1
5857,2,0,24,307,0,0,0.08,1,0.7,0,1,0,0
5858,1,0,29,45,0,0,0,0,0.2,0,0,1,0
5861,1,1,31,306,0,0,0.24,1,0.7,1,1,1,1
5863,2,0,50,190,0,0,1,1,0.1,1,0,0,1
5864,3,0,25,190,0,0,0.16,1,0.5,1,1,1,1
5865,2,0,31,28,0,0,0.32,1,0.5,1,1,1,1
5867,6,0,31,45,0,0,0,0,0.2,0,0,1,0
5869,1,0,26,303,1,0,0.16,1,0.6,0,1,0,0
5871,1,0,54,28,0,0,0.16,1,0.2,0,0,1,0
5873,2,0,33,306,0,0,1,1,0.8,1,1,1,1
5875,2,0,22,45,0,0,0,0,0.4,1,0,0,1
5877,2,0,35,129,0,1,0.64,1,0.9,0,1,0,0
5878,6,1,30,28,0,0,0.32,1,0.7,1,1,1,1
5880,2,0,25,172,0,0,0,1,0.2,0,0,1,0
5881,2,0,25,103,0,0,0,1,0.5,0,1,0,0
5882,2,0,44,317,0,0,0,1,0.2,1,0,0,1
5883,1,1,29,418,0,0,0.16,1,0.7,1,1,1,1
5885,1,0,46,28,0,0,0.16,1,0.3,1,0,0,1
5886,1,0,53,45,0,0,0,0,0.1,0,0,1,0
5887,2,0,24,129,0,0,0.16,1,0.7,1,1,1,1
5889,2,1,52,306,0,0,0.16,1,0.1,1,0,0,1
5890,2,0,27,45,0,0,0,0,0.2,1,0,0,1
5891,1,0,41,169,0,0,0,1,0.1,0,0,1,0
5892,2,1,21,190,0,0,0,1,0.5,1,1,1,1
5895,1,0,24,298,0,0,0.08,1,0.4,0,0,1,0
5896,1,0,38,129,0,0,0.64,1,0.2,0,0,1,0
5898,1,0,23,45,0,0,0,0,0.2,0,0,1,0
5899,2,0,42,129,0,0,0,1,0.1,0,0,1,0
5900,1,0,32,190,0,0,0.32,1,0.5,0,1,0,0
5901,3,0,24,45,0,0,0.24,0,0.7,1,1,1,1
5902,2,0,24,58,1,0,0.4,1,0.8,1,1,1,1
5904,2,0,26,186,0,0,0.32,1,0.8,1,1,1,1
5905,1,0,50,64,0,0,0.72,1,0.3,1,0,0,1
5906,2,1,32,49,0,0,0.24,0,0.6,0,1,0,0
5907,2,0,40,28,0,0,1,1,0.9,0,1,0,0
5908,1,0,25,121,0,0,0.08,0,0.2,1,0,0,1
5912,3,0,42,28,0,0,0.08,1,0.1,0,0,1,0
5914,2,0,27,205,0,0,0.16,1,0.3,0,0,1,0
5915,1,0,23,297,0,0,0,1,0.9,1,1,1,1
5916,2,0,37,28,0,0,1,0,0.9,1,1,1,1
5917,2,0,32,132,0,0,0.08,0,0.4,1,0,0,1
5918,2,0,38,28,0,0,0.16,0,0.7,1,1,1,1
5921,1,0,52,426,0,0,0.32,0,0.3,1,0,0,1
5923,1,0,29,169,0,0,0.16,1,0.2,0,0,1,0
5924,2,0,28,337,0,0,0.56,0,0.3,1,0,0,1
5926,2,0,49,264,0,0,0,0,0.1,0,0,1,0
5928,1,0,50,211,0,0,0,1,0.1,0,0,1,0
5929,1,0,26,5,0,0,0.16,1,0.2,1,0,0,1
5930,1,1,34,268,0,0,0,1,0.8,1,1,1,1
5931,1,1,28,28,0,0,0.08,1,0.7,0,1,0,0
5932,1,0,36,183,0,0,0.32,1,0.8,1,1,1,1
5933,2,0,45,15,0,0,0.08,1,0.2,1,0,0,1
5934,2,0,30,172,0,0,0,1,0.3,1,0,0,1
5935,2,0,24,58,0,0,0.24,1,0.4,1,0,0,1
5937,2,0,25,45,0,0,0,0,0.2,1,0,0,1
5938,2,0,25,45,0,0,0.32,0,0.3,1,0,0,1
5939,1,0,45,306,0,0,0.16,1,0.1,0,0,1,0
5942,1,0,26,268,0,0,0.08,1,0.7,1,1,1,1
5943,6,0,37,214,0,0,0.16,1,0.1,0,0,1,0
5946,3,0,24,45,0,0,0,0,0.2,0,0,1,0
5947,1,0,40,28,0,0,0.16,0,0.1,0,0,1,0
5948,1,0,60,128,0,0,0.08,0,0.1,0,0,1,0
5951,3,1,33,6,0,0,0,1,0.2,0,0,1,0
5952,2,0,31,28,0,0,0.48,1,0.9,0,1,0,0
5953,3,0,53,28,0,0,1,1,0.2,0,0,1,0
5954,3,0,55,423,0,0,0,0,0.1,0,0,1,0
5955,1,0,36,128,0,0,0.32,0,0.6,0,1,0,0
5957,6,0,30,15,0,0,0.48,1,0.9,1,1,1,1
5958,2,0,21,28,0,0,0.08,1,0.7,1,1,1,1
5960,1,0,55,45,0,0,0,0,0.1,0,0,1,0
5963,1,0,22,28,0,0,0.08,1,0.3,1,0,0,1
5964,2,1,23,28,0,0,0.08,1,0.3,0,0,1,0
5965,1,1,24,28,0,0,0.56,0,0.8,1,1,1,1
5967,2,1,40,306,0,0,1,1,1,1,1,1,1
5968,1,0,57,306,0,0,0.72,1,0.4,1,0,0,1
5969,1,0,33,70,0,0,0,0,0.3,1,0,0,1
5970,1,0,32,15,0,0,0.16,1,0.1,0,0,1,0
5971,1,0,47,28,0,0,0.24,1,0.2,0,0,1,0
5973,1,0,51,423,0,0,0.48,0,0.1,1,0,0,1
5974,2,0,22,61,0,1,0.08,1,0.6,0,1,0,0
5975,1,0,47,100,0,0,0.16,1,0.1,0,0,1,0
5976,1,0,28,306,0,0,0.08,1,0.1,1,0,0,1
5977,2,0,21,58,0,0,0.08,1,1,1,1,1,1
5978,2,0,28,190,0,0,0.4,1,0.8,0,1,0,0
5981,1,1,44,45,0,0,0.08,0,0.1,1,0,0,1
5982,2,0,25,169,0,0,0,1,0.4,1,0,0,1
5984,2,0,34,45,0,0,0.32,0,0.2,0,0,1,0
5985,1,0,65,134,0,0,0,0,0.1,0,0,1,0
5987,1,0,33,129,0,0,0.4,1,0.6,1,1,1,1
5988,1,1,23,45,0,0,0,0,0.3,0,0,1,0
5989,1,1,44,45,0,0,0,0,0.1,0,0,1,0
5990,3,0,21,28,1,0,0.08,1,0.8,1,1,1,1
5992,2,0,24,45,0,0,0.08,0,0.3,0,0,1,0
5993,1,0,51,45,0,0,0.08,0,0.2,0,0,1,0
5994,2,1,21,49,0,0,0,1,0.8,1,1,1,1
5995,1,0,39,28,0,0,0.48,1,0.6,0,1,0,0
5996,2,0,29,253,0,0,1,1,0.8,1,1,1,1
5997,1,0,24,15,0,0,0.08,1,0.6,0,1,0,0
6000,2,1,23,292,0,0,0,1,0.5,1,1,1,1
6001,2,0,31,268,0,0,0.88,1,1,1,1,1,1
6002,2,1,35,243,0,0,0,0,0.2,0,0,1,0
6004,6,0,30,190,0,0,0,1,0.1,0,0,1,0
6005,1,0,34,306,0,0,0.64,1,0.7,0,1,0,0
6006,2,1,39,15,0,0,0.32,1,0.6,0,1,0,0
6009,2,0,29,168,0,0,0.48,0,0.2,0,0,1,0
6010,1,0,51,128,0,0,0,0,0.1,0,0,1,0
6011,1,0,22,28,0,0,0.08,1,0.7,0,1,0,0
6013,1,0,29,28,0,0,0.16,1,0.2,0,0,1,0
6014,1,0,35,28,0,0,0.64,1,0.8,1,1,1,1
6019,1,0,32,39,0,0,0.48,1,0.2,1,0,0,1
6021,1,0,33,45,0,0,0.24,0,0.4,1,0,0,1
6022,1,0,58,190,0,0,0.4,1,0.3,1,0,0,1
6023,6,0,54,14,0,0,0,1,0.1,0,0,1,0
6024,2,0,30,129,0,0,0.24,1,0.2,0,0,1,0
6027,2,0,33,346,0,0,0.16,1,0.9,1,1,1,1
6029,2,0,24,190,0,0,0,1,0.3,1,0,0,1
6030,2,0,48,190,0,0,0.8,1,0.4,0,0,1,0
6032,2,0,23,45,0,0,0,0,0.8,0,1,0,0
6034,1,0,23,190,0,0,0.16,1,0.7,1,1,1,1
6035,4,0,47,45,0,0,0.08,0,0.1,0,0,1,0
6036,6,0,21,190,0,0,0,1,0.4,0,0,1,0
6040,2,0,29,45,0,0,0,0,0.9,1,1,1,1
6041,1,0,48,28,0,0,0.16,1,0.1,0,0,1,0
6042,1,0,37,45,0,0,0.32,0,0.4,1,0,0,1
6043,1,0,50,169,0,0,0.24,1,0.3,0,0,1,0
6044,2,0,19,59,0,0,0.24,1,0.8,1,1,1,1
6045,1,0,39,241,0,0,0.16,0,0.3,0,0,1,0
6046,2,0,49,129,1,0,1,1,0.3,0,0,1,0
6047,1,0,58,336,0,0,0.16,1,0.5,0,1,0,0
6048,2,0,31,306,0,0,0.48,1,0.8,0,1,0,0
6051,2,0,23,45,0,0,0.08,0,0.7,0,1,0,0
6055,2,1,23,15,0,0,0,1,0.3,1,0,0,1
6056,1,0,31,319,0,0,1,1,0.8,1,1,1,1
6058,6,0,33,28,0,0,0,1,0.1,1,0,0,1
6062,1,0,57,190,0,0,0.48,1,0.2,0,0,1,0
6064,1,1,31,45,0,0,0,0,0.2,0,0,1,0
6065,2,0,57,306,0,0,1,1,0.6,0,1,0,0
6066,1,0,57,130,0,0,0.96,0,0.5,0,1,0,0
6067,2,0,29,45,0,0,0.48,0,0.7,1,1,1,1
6070,2,0,30,45,0,0,0,0,0.1,1,0,0,1
6071,2,0,45,170,0,0,0.88,1,0.3,0,0,1,0
6073,1,0,42,379,0,0,0,1,0.5,0,1,0,0
6074,6,0,48,71,0,0,0.56,1,0.2,0,0,1,0
6075,2,0,29,379,0,1,0.96,1,0.8,1,1,1,1
6077,1,0,23,190,0,0,0,1,0.4,0,0,1,0
6078,1,1,28,129,0,0,0,1,0.2,0,0,1,0
6079,2,0,41,172,0,0,0.24,1,0.7,0,1,0,0
6080,2,0,25,45,0,0,0.08,0,0.2,1,0,0,1
6081,1,1,34,45,0,0,0.24,0,0.5,0,1,0,0
6082,2,0,53,306,0,0,1,1,0.5,1,1,1,1
6083,2,1,28,49,0,0,0.08,1,0.3,1,0,0,1
6084,2,0,27,379,0,0,0,1,0.2,0,0,1,0
6085,2,0,39,11,0,0,0.32,1,0.4,0,0,1,0
6087,1,1,55,10,0,0,0.48,1,0.4,0,0,1,0
6089,2,0,27,28,0,0,0.32,1,0.5,1,1,1,1
6094,1,0,30,100,0,0,0.56,1,1,1,1,1,1
6095,2,0,31,45,1,0,1,0,1,1,1,1,1
6096,2,0,20,21,0,0,0.08,0,0.9,1,1,1,1
6097,1,0,26,15,0,0,0.16,1,0.9,1,1,1,1
6098,2,0,44,306,0,0,0.56,1,0.5,1,1,1,1
6099,2,0,33,28,0,0,1,1,1,1,1,1,1
6100,1,0,34,180,0,0,0,1,0.1,1,0,0,1
6101,1,0,27,45,0,0,0,0,0.2,0,0,1,0
6103,2,0,21,303,0,0,0.08,1,0.7,1,1,1,1
6105,2,0,29,172,0,0,0.32,1,0.2,0,0,1,0
6106,2,0,27,129,0,0,0.56,1,0.6,0,1,0,0
6107,1,1,24,418,0,0,0,1,0.8,0,1,0,0
6108,2,0,29,129,0,0,0,1,0.5,1,1,1,1
6109,1,0,20,74,0,0,0,1,0.3,0,0,1,0
6110,1,1,23,306,0,0,0,1,0.3,0,0,1,0
6111,2,1,48,134,0,0,0,0,0.1,0,0,1,0
6112,2,0,34,128,0,0,0,0,0.1,1,0,0,1
6113,2,0,46,45,0,0,0.08,0,0.6,1,1,1,1
6114,1,1,41,129,0,0,0.24,1,0.5,0,1,0,0
6116,2,0,26,104,0,0,0.24,1,0.6,1,1,1,1
6117,2,0,37,172,0,0,0.88,1,0.8,1,1,1,1
6118,1,1,54,28,0,0,0.56,1,0.5,0,1,0,0
6119,2,1,25,399,0,0,0.4,0,1,0,1,0,0
6123,1,1,22,28,0,0,0.16,1,0.3,0,0,1,0
6125,2,0,32,172,0,0,0.56,1,0.1,0,0,1,0
6127,2,0,44,133,0,0,0,0,0.1,0,0,1,0
6129,2,0,28,56,0,0,0.08,1,0.1,0,0,1,0
6131,2,0,60,130,0,0,0.24,0,0.1,0,0,1,0
6133,1,0,49,306,0,0,0,1,0.1,0,0,1,0
6134,2,0,32,346,0,0,0.72,1,0.4,0,0,1,0
6135,2,0,30,45,0,0,0.8,0,0.4,1,0,0,1
6137,1,0,52,222,0,0,0,1,0.1,0,0,1,0
6139,2,1,27,246,0,0,0.08,0,1,0,1,0,0
6140,2,0,34,275,0,0,0,1,1,0,1,0,0
6143,2,0,55,170,0,0,0.4,1,0.4,1,0,0,1
6145,2,0,37,45,0,0,0.48,0,0.6,0,1,0,0
6146,2,0,33,337,0,0,0,0,0.7,0,1,0,0
6147,2,0,22,303,0,0,0,1,0.6,1,1,1,1
6148,2,1,27,31,0,0,0,0,0.2,0,0,1,0
6149,2,0,20,418,0,0,0,1,0.5,1,1,1,1
6150,1,0,33,54,0,0,0,1,0.2,0,0,1,0
6152,2,0,26,45,0,0,0,0,0.2,0,0,1,0
6153,2,0,29,138,0,0,0,0,0.5,0,1,0,0
6154,2,0,32,128,0,0,0.08,0,0.3,0,0,1,0
6156,1,0,37,45,0,0,0.32,0,0.1,0,0,1,0
6159,2,0,31,28,0,0,1,1,1,0,1,0,0
6160,2,0,29,129,0,0,0.48,1,0.8,1,1,1,1
6161,2,0,31,28,0,0,0.48,1,0.4,0,0,1,0
6162,1,1,36,10,0,0,0.16,1,0.3,0,0,1,0
6163,2,0,35,261,0,0,0.32,0,0.6,0,1,0,0
6164,2,1,37,66,0,0,0.08,1,0.1,0,0,1,0
6165,1,0,34,242,0,0,0.4,0,0.2,1,0,0,1
6166,1,0,20,31,0,0,0.08,0,0.5,1,1,1,1
6167,2,1,50,45,0,0,0.96,0,0.6,1,1,1,1
6169,1,0,24,175,0,0,0.64,1,0.9,1,1,1,1
6170,2,0,29,45,0,1,0.64,0,0.9,1,1,1,1
6171,2,1,45,129,0,0,0.08,1,0.1,0,0,1,0
6172,1,0,34,28,0,0,0.16,1,0.7,1,1,1,1
6173,2,0,70,128,0,0,0,0,0.1,0,0,1,0
6175,2,0,26,28,0,0,0.16,1,0.4,0,0,1,0
6177,2,0,23,28,1,0,0.32,1,0.9,0,1,0,0
6178,1,0,27,127,0,0,0.4,0,0.4,0,0,1,0
6179,1,0,44,190,0,0,0.48,1,0.6,1,1,1,1
6180,2,0,23,28,0,0,0.16,0,0.3,1,0,0,1
6182,2,0,26,45,0,0,0,0,0.5,0,1,0,0
6183,1,1,23,45,0,0,0.16,0,0.6,0,1,0,0
6185,2,0,27,28,0,0,0.24,1,0.9,1,1,1,1
6189,1,1,46,167,0,0,0.08,1,0.2,0,0,1,0
6191,2,1,27,28,1,0,0.08,1,0.5,0,1,0,0
6192,1,0,45,168,0,0,0.56,1,0.2,0,0,1,0
6193,2,0,42,28,0,0,0.08,0,0.5,0,1,0,0
6195,1,1,24,45,0,1,0.24,0,0.5,1,1,1,1
6196,2,0,20,28,1,1,0.16,1,0.8,1,1,1,1
6198,1,0,49,306,0,0,0.24,1,0.4,0,0,1,0
6199,1,0,29,28,0,0,0.64,0,0.9,1,1,1,1
6200,3,0,29,71,0,0,0,1,0.2,0,0,1,0
6201,1,1,52,49,0,0,0.08,1,0.1,0,0,1,0
6202,3,0,37,45,0,0,0.32,0,0.1,1,0,0,1
6203,2,0,26,45,0,0,0.08,0,0.3,0,0,1,0
6205,2,0,53,172,0,0,1,1,0.1,1,0,0,1
6206,3,0,47,28,0,0,0.08,1,0.1,0,0,1,0
6207,2,0,38,145,0,0,0,0,0.8,1,1,1,1
6208,2,0,25,306,0,0,0.08,1,0.6,0,1,0,0
6210,2,0,21,58,1,0,0.08,1,1,1,1,1,1
6212,2,0,48,45,0,0,0,0,0.1,0,0,1,0
6213,1,1,40,306,0,0,0.08,1,0.2,0,0,1,0
6215,6,1,24,418,0,0,0,1,0.3,0,0,1,0
6216,2,0,22,61,0,0,0,1,0.4,1,0,0,1
6219,2,0,36,28,0,0,0.32,0,0.8,0,1,0,0
6221,1,0,38,45,0,0,0.16,0,0.2,0,0,1,0
6222,6,0,23,169,0,0,0,1,0.3,1,0,0,1
6223,6,0,54,45,0,0,0.16,0,0.1,0,0,1,0
6224,3,0,24,28,0,0,0.08,1,0.4,0,0,1,0
6226,1,1,44,122,0,0,0,0,0.1,1,0,0,1
6227,2,1,23,10,0,0,0.16,1,0.7,1,1,1,1
6228,1,0,64,239,0,0,0,0,0.1,0,0,1,0
6229,1,0,38,176,0,0,0.4,0,0.5,1,1,1,1
6230,6,1,45,45,0,0,0,0,0.1,0,0,1,0
6231,2,0,49,190,0,0,0.08,1,0.5,0,1,0,0
6234,2,1,45,306,0,0,0.24,1,0.7,0,1,0,0
6236,4,0,33,45,0,0,0,0,0.1,0,0,1,0
6238,3,0,44,209,0,0,0.16,1,0.2,0,0,1,0
6239,2,0,51,28,0,0,0.24,1,0.1,0,0,1,0
6240,2,0,50,306,0,0,0,1,0.1,0,0,1,0
6241,1,0,33,423,0,1,0.16,0,0.2,0,0,1,0
6242,1,1,54,45,0,0,0,0,0.1,0,0,1,0
6244,3,0,28,303,0,0,0.24,1,0.5,1,1,1,1
6245,1,0,33,28,0,0,1,1,0.9,0,1,0,0
6247,2,0,42,28,0,0,1,0,0.7,1,1,1,1
6248,1,0,34,129,0,0,0.24,1,0.1,0,0,1,0
6249,1,0,38,85,0,0,0.16,1,0.3,1,0,0,1
6250,2,0,21,52,0,0,0.08,1,0.9,1,1,1,1
6251,2,0,33,172,0,0,0.4,1,0.4,0,0,1,0
6256,2,0,32,28,0,0,0.72,0,0.7,1,1,1,1
6259,1,0,45,45,0,0,0.08,0,0.1,0,0,1,0
6260,1,0,30,311,0,0,0.08,1,0.8,1,1,1,1
6264,2,1,29,6,0,0,0,1,1,0,1,0,0
6266,2,0,44,127,0,0,0.24,0,0.3,0,0,1,0
6267,1,1,51,45,0,0,0,0,0.1,1,0,0,1
6268,2,1,28,15,0,0,0,1,0.3,0,0,1,0
6271,1,0,27,303,0,0,0.08,1,0.3,0,0,1,0
6274,3,0,28,311,0,0,1,1,1,1,1,1,1
6278,2,1,30,193,0,0,0,1,0.2,0,0,1,0
6280,2,0,32,45,0,0,0,0,0.7,0,1,0,0
6281,1,0,27,190,0,0,0.4,1,0.4,0,0,1,0
6282,3,0,21,49,0,0,0.08,1,0.5,1,1,1,1
6284,2,0,21,64,0,0,0,1,0.5,0,1,0,0
6285,1,1,34,377,0,0,0,1,0.3,1,0,0,1
6286,2,0,24,87,0,0,0.56,1,0.9,1,1,1,1
6287,1,0,32,127,0,0,0,0,0.1,0,0,1,0
6289,1,1,38,28,0,0,0.4,1,0.6,1,1,1,1
6292,2,0,56,28,0,0,0.24,0,0.1,0,0,1,0
6293,2,1,44,45,0,0,0,0,0.1,0,0,1,0
6296,2,0,31,138,0,0,0.08,0,0.5,1,1,1,1
6297,1,1,25,28,0,0,0.48,1,0.7,0,1,0,0
6299,2,1,20,45,0,0,0,0,0.5,0,1,0,0
6300,2,0,35,45,0,0,0.08,0,0.5,0,1,0,0
6301,2,0,33,6,0,0,0.08,1,0.4,1,0,0,1
6302,2,0,24,45,0,0,0,0,0.3,0,0,1,0
6303,3,1,40,28,0,0,0.16,0,0.2,0,0,1,0
6304,2,0,27,268,0,0,0.72,1,0.9,1,1,1,1
6305,2,1,21,242,0,0,0.16,0,0.3,0,0,1,0
6312,2,0,38,190,0,0,0.72,1,0.5,1,1,1,1
6314,1,0,20,187,0,0,0,1,0.6,1,1,1,1
6315,2,0,30,129,0,0,0.72,1,0.3,1,0,0,1
6317,1,0,36,28,0,0,0.72,1,0.6,1,1,1,1
6319,2,0,23,423,0,0,0.16,0,0.9,1,1,1,1
6320,2,0,39,129,0,0,1,1,1,1,1,1,1
6321,2,0,32,337,0,0,0.24,0,0.6,0,1,0,0
6322,1,0,29,246,0,0,0.24,1,0.6,1,1,1,1
6323,1,0,58,423,0,0,0.16,0,0.1,1,0,0,1
6324,3,0,23,190,0,0,0.16,1,0.7,0,1,0,0
6326,1,0,23,242,0,0,0.24,0,0.8,1,1,1,1
6328,2,1,68,306,0,0,0.4,1,0.2,0,0,1,0
6330,1,1,26,45,0,0,0.16,0,0.5,0,1,0,0
6332,2,0,51,306,0,0,0,1,0.4,1,0,0,1
6335,2,0,25,45,0,0,0,0,0.2,0,0,1,0
6336,2,0,40,172,0,0,0.4,1,0.9,1,1,1,1
6337,2,0,51,28,0,0,1,1,0.5,0,1,0,0
6338,2,0,27,328,0,0,0.16,0,0.5,1,1,1,1
6339,2,0,49,426,0,0,0.88,0,0.5,1,1,1,1
6341,6,0,36,45,0,0,0,0,0.1,0,0,1,0
6344,1,0,28,28,0,0,0.4,0,0.7,0,1,0,0
6345,2,0,20,60,0,0,0,1,0.3,0,0,1,0
6347,2,0,21,306,0,0,0.16,1,1,1,1,1,1
